category,Clothing,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews
Women Jeans,Jeans,1403,1446,4.4,2738,2025-08-02,XS,Khaki,Spandex,2.97,Pre-Order,FALSE,15 days,6 days,FALSE,258
Women Jeans,Jeans,1004,1183,4.6,1854,2025-08-02,XXL,Beige,Modal,15.13,Few Left,FALSE,30 days,1 days,TRUE,76
Men Hoodies,Hoodie,1114,2206,4.5,1659,2025-08-02,XL,Mustard,Viscose,49.5,In Stock,FALSE,15 days,2 days,FALSE,55
Men Hoodies,Hoodie,1636,3230,3.9,5317,2025-08-02,XXL,Grey,Cashmere,49.35,Coming Soon,FALSE,30 days,4 days,FALSE,30
Men Hoodies,Hoodie,1197,1407,4.5,5978,2025-08-02,L,Orange,Wool,14.93,Limited Stock,FALSE,15 days,5 days,FALSE,116
Men Hoodies,Hoodie,1289,1384,4.2,1167,2025-08-02,XL,Cream,Viscose,6.86,In Stock,FALSE,15 days,2 days,FALSE,101
Men Hoodies,Hoodie,1137,1378,4.2,1919,2025-08-02,M,Pink,Bamboo,17.49,Limited Stock,TRUE,10 days,7 days,FALSE,300
Men Hoodies,Hoodie,816,1154,3.8,1550,2025-08-02,3XL,Cream,Denim,29.29,Coming Soon,TRUE,10 days,7 days,TRUE,420
Men Hoodies,Hoodie,976,1256,4.2,503,2025-08-02,L,Brown,Rayon,22.29,Only 1 Left,FALSE,30 days,7 days,FALSE,212
Men Hoodies,Hoodie,1135,1864,4,7320,2025-08-02,XL,Charcoal,Tencel,39.11,Coming Soon,FALSE,10 days,7 days,FALSE,332
Men Hoodies,Hoodie,760,953,3.8,5388,2025-08-02,3XL,Burgundy,Jersey,20.25,Few Left,FALSE,45 days,6 days,FALSE,215
Men Hoodies,Hoodie,1483,1498,4.3,2037,2025-08-02,XXL,Lavender,Wool,1,Back in Stock,FALSE,15 days,4 days,FALSE,176
Men Hoodies,Hoodie,1546,1602,4.1,383,2025-08-02,3XL,Orange,Modal,3.5,Few Left,FALSE,15 days,3 days,FALSE,110
Men Hoodies,Hoodie,1030,1233,4.5,109,2025-08-02,M,Charcoal,Polyester,16.46,Coming Soon,FALSE,15 days,4 days,FALSE,418
Men Hoodies,Hoodie,916,1049,4.6,4823,2025-08-02,M,Blue,Cotton Blend,12.68,In Stock,FALSE,15 days,2 days,FALSE,444
Men Hoodies,Hoodie,1769,2066,4.3,1781,2025-08-02,3XL,Lavender,Cashmere,14.38,Coming Soon,FALSE,30 days,7 days,FALSE,110
Women Hoodies,Hoodie,1530,1722,3.8,4470,2025-08-02,L,Red,Lycra,11.15,Few Left,FALSE,10 days,2 days,FALSE,157
Women Hoodies,Hoodie,1552,1813,4.4,2635,2025-08-02,M,Turquoise,Tencel,14.4,Coming Soon,FALSE,30 days,7 days,FALSE,408
Women Hoodies,Hoodie,1097,1925,3.9,4485,2025-08-02,XXL,Turquoise,Cotton,43.01,Limited Stock,FALSE,10 days,2 days,FALSE,131
Women Hoodies,Hoodie,1368,1420,4.5,5902,2025-08-02,3XL,Cream,Viscose,3.66,Few Left,FALSE,10 days,3 days,FALSE,359
Women Hoodies,Hoodie,2012,2145,4.2,6707,2025-08-02,L,Yellow,Hemp,6.2,Back in Stock,FALSE,15 days,5 days,FALSE,1
Women Hoodies,Hoodie,863,1027,4.4,1336,2025-08-02,XXL,Peach,Viscose,15.97,Only 1 Left,FALSE,15 days,5 days,FALSE,407
Women Hoodies,Hoodie,906,1278,4.1,3505,2025-08-02,M,Charcoal,Polyester,29.11,Coming Soon,FALSE,45 days,2 days,FALSE,388
Women Hoodies,Hoodie,757,883,4.5,3601,2025-08-02,XS,Navy,Denim,14.27,Only 1 Left,FALSE,10 days,4 days,FALSE,26
Women Hoodies,Hoodie,1483,1518,4.1,684,2025-08-02,M,Orange,Cashmere,2.31,Pre-Order,FALSE,30 days,1 days,FALSE,453
Women Hoodies,Hoodie,905,1256,4.3,994,2025-08-02,S,Rose Gold,Lycra,27.95,Pre-Order,FALSE,15 days,1 days,FALSE,162
Women Hoodies,Hoodie,706,827,4.5,3637,2025-08-02,XL,Sage,Viscose,14.63,Back in Stock,FALSE,45 days,2 days,FALSE,433
Women Hoodies,Hoodie,1080,1157,4,7430,2025-08-02,XS,Beige,Fleece,6.66,Limited Stock,FALSE,30 days,4 days,FALSE,440
Women Hoodies,Hoodie,897,1467,4.5,1260,2025-08-02,XXL,Rose Gold,Bamboo,38.85,In Stock,FALSE,30 days,2 days,FALSE,11
Women Hoodies,Hoodie,1162,1460,4,4192,2025-08-02,XXL,Coral,Cashmere,20.41,Limited Stock,FALSE,10 days,1 days,FALSE,336
Men Shorts,Shorts,789,1048,3.9,7833,2025-08-02,XL,Lavender,Cotton,24.71,Pre-Order,FALSE,30 days,5 days,FALSE,402
Men Shorts,Shorts,415,508,4.4,4758,2025-08-02,L,Purple,Cotton Blend,18.31,Pre-Order,FALSE,15 days,5 days,FALSE,287
Men Shorts,Shorts,485,712,4.3,4637,2025-08-02,M,Turquoise,Polyester,31.88,In Stock,TRUE,45 days,1 days,FALSE,423
Men Shorts,Shorts,363,380,4,3449,2025-08-02,XXL,Brown,Polyester,4.47,Pre-Order,FALSE,45 days,3 days,FALSE,493
Men Shorts,Shorts,652,963,4,7448,2025-08-02,M,Rose Gold,Wool,32.29,Limited Stock,FALSE,30 days,4 days,FALSE,228
Men Shorts,Shorts,777,1080,4,4012,2025-08-02,3XL,White,Lycra,28.06,2-3 pieces left,FALSE,45 days,2 days,FALSE,298
Men Shorts,Shorts,522,645,3.8,7755,2025-08-02,XL,Navy,Cotton Blend,19.07,Back in Stock,FALSE,30 days,2 days,FALSE,420
Men Shorts,Shorts,429,441,4.3,4449,2025-08-02,XS,Beige,Denim,2.72,Pre-Order,FALSE,15 days,6 days,FALSE,106
Men Shorts,Shorts,939,1115,4.3,1613,2025-08-02,S,Navy,Bamboo,15.78,Few Left,FALSE,30 days,2 days,FALSE,90
Men Shorts,Shorts,429,779,3.9,6910,2025-08-02,XXL,Peach,Polyester,44.93,Coming Soon,FALSE,10 days,6 days,FALSE,303
Men Shorts,Shorts,570,829,4.3,4281,2025-08-02,3XL,Cream,Denim,31.24,Limited Stock,FALSE,15 days,7 days,TRUE,329
Men Shorts,Shorts,594,909,4,1733,2025-08-02,XXL,Peach,Polyester,34.65,Pre-Order,FALSE,10 days,3 days,FALSE,30
Men Shorts,Shorts,806,1200,4.2,907,2025-08-02,XXL,Turquoise,Wool,32.83,Limited Stock,FALSE,15 days,4 days,TRUE,410
Men Shorts,Shorts,586,857,4.2,4232,2025-08-02,L,Grey,Wool,31.62,Limited Stock,FALSE,45 days,1 days,FALSE,91
Women Skirts,Skirt,579,956,4.1,2258,2025-08-02,XS,Teal,Silk,39.44,Pre-Order,FALSE,15 days,3 days,FALSE,368
Women Skirts,Skirt,433,596,4.2,4932,2025-08-02,XL,Maroon,Wool,27.35,Back in Stock,FALSE,10 days,6 days,FALSE,389
Women Skirts,Skirt,641,990,4,5255,2025-08-02,XXL,Sage,Wool,35.25,2-3 pieces left,FALSE,10 days,2 days,FALSE,187
Women Skirts,Skirt,891,1021,4,3349,2025-08-02,S,Peach,Linen,12.73,Back in Stock,FALSE,15 days,5 days,FALSE,466
Women Skirts,Skirt,632,761,4.4,6096,2025-08-02,XL,Burgundy,Wool,16.95,2-3 pieces left,FALSE,10 days,2 days,FALSE,26
Women Skirts,Skirt,508,774,3.9,6443,2025-08-02,XL,Blue,Viscose,34.37,Limited Stock,FALSE,30 days,6 days,FALSE,7
Women Skirts,Skirt,641,907,4.5,7029,2025-08-02,3XL,Coral,Bamboo,29.33,Few Left,FALSE,10 days,1 days,FALSE,211
Women Skirts,Skirt,646,1037,3.9,6200,2025-08-02,XS,Rose Gold,Polyester,37.7,In Stock,TRUE,10 days,4 days,FALSE,482
Women Skirts,Skirt,470,658,4.1,1865,2025-08-02,XS,Mustard,Modal,28.57,Pre-Order,FALSE,30 days,6 days,FALSE,266
Women Skirts,Skirt,1224,2958,4.3,3346,2025-08-02,L,Coral,Spandex,58.62,Pre-Order,FALSE,45 days,5 days,FALSE,145
Women Skirts,Skirt,1186,1556,4.2,1520,2025-08-02,XL,Navy,Polyester,23.78,Limited Stock,FALSE,15 days,3 days,FALSE,283
Women Skirts,Skirt,680,1071,4.5,5893,2025-08-02,L,Lavender,Cotton,36.51,2-3 pieces left,FALSE,45 days,5 days,FALSE,306
Women Skirts,Skirt,705,913,4,4453,2025-08-02,XL,Green,Spandex,22.78,Back in Stock,FALSE,15 days,5 days,FALSE,486
Women Skirts,Skirt,1141,1444,3.9,3437,2025-08-02,XS,Red,Viscose,20.98,Back in Stock,FALSE,30 days,1 days,FALSE,482
Men Tshirts,T-Shirt,490,587,3,1331,2025-08-02,3XL,Burgundy,Spandex,16.52,Back in Stock,FALSE,10 days,2 days,FALSE,93
Men Tshirts,T-Shirt,549,598,3.3,456,2025-08-02,L,Blue,Rayon,8.19,In Stock,FALSE,30 days,7 days,FALSE,159
Men Tshirts,T-Shirt,464,580,3.6,1502,2025-08-02,M,Maroon,Rayon,20,Pre-Order,FALSE,10 days,6 days,TRUE,135
Men Tshirts,T-Shirt,553,832,4,7857,2025-08-02,XXL,Black,Bamboo,33.53,Pre-Order,FALSE,30 days,6 days,FALSE,340
Men Tshirts,T-Shirt,517,669,3.6,5561,2025-08-02,XL,Purple,Silk,22.72,In Stock,FALSE,45 days,4 days,FALSE,230
Men Tshirts,T-Shirt,523,842,3.8,568,2025-08-02,3XL,Cream,Viscose,37.89,Limited Stock,FALSE,15 days,5 days,FALSE,425
Men Tshirts,T-Shirt,606,655,3.3,3422,2025-08-02,XXL,Beige,Fleece,7.48,Only 1 Left,FALSE,10 days,6 days,FALSE,459
Men Tshirts,T-Shirt,518,719,4,6153,2025-08-02,XS,Coral,Spandex,27.96,Limited Stock,FALSE,45 days,4 days,FALSE,415
Men Tshirts,T-Shirt,429,821,3.1,843,2025-08-02,S,Green,Denim,47.75,2-3 pieces left,FALSE,30 days,3 days,FALSE,486
Men Tshirts,T-Shirt,591,967,4.4,284,2025-08-02,M,Maroon,Cotton Blend,38.88,2-3 pieces left,FALSE,10 days,2 days,FALSE,190
Men Tshirts,T-Shirt,563,894,3.7,4189,2025-08-02,XS,Mustard,Hemp,37.02,Coming Soon,FALSE,10 days,6 days,TRUE,487
Men Tshirts,T-Shirt,504,674,4.1,2146,2025-08-02,M,Rose Gold,Cotton,25.22,Coming Soon,FALSE,10 days,3 days,FALSE,166
Men Tshirts,T-Shirt,521,706,3.7,4859,2025-08-02,L,Orange,Fleece,26.2,Coming Soon,TRUE,45 days,2 days,FALSE,384
Men Tshirts,T-Shirt,518,806,4.3,7966,2025-08-02,XL,Lavender,Viscose,35.73,In Stock,FALSE,15 days,4 days,FALSE,482
Men Jeans,Jeans,1727,1737,4.3,5357,2025-08-02,XL,Maroon,Linen,0.58,In Stock,FALSE,45 days,6 days,FALSE,210
Men Jeans,Jeans,1428,1663,4,1412,2025-08-02,3XL,Mint,Polyester,14.13,2-3 pieces left,FALSE,10 days,4 days,FALSE,404
Men Jeans,Jeans,1331,1817,3.6,3490,2025-08-02,XS,Brown,Linen,26.75,Only 1 Left,FALSE,15 days,4 days,FALSE,400
Men Jeans,Jeans,962,1026,4.3,1375,2025-08-02,XXL,Rose Gold,Bamboo,6.24,Few Left,FALSE,45 days,3 days,FALSE,498
Men Jeans,Jeans,1630,1690,4,5535,2025-08-02,XL,Orange,Cotton Blend,3.55,Back in Stock,FALSE,10 days,4 days,FALSE,183
Men Jeans,Jeans,1425,1683,3.3,1185,2025-08-02,XXL,Charcoal,Viscose,15.33,Back in Stock,FALSE,45 days,4 days,FALSE,197
Men Jeans,Jeans,1510,2070,4.3,3668,2025-08-02,M,Lavender,Bamboo,27.05,Only 1 Left,FALSE,10 days,7 days,FALSE,393
Men Jeans,Jeans,1243,1955,3.6,5545,2025-08-02,XL,Beige,Lycra,36.42,Coming Soon,FALSE,30 days,3 days,FALSE,256
Men Jeans,Jeans,977,1330,3.6,2377,2025-08-02,XS,Mustard,Rayon,26.54,In Stock,FALSE,10 days,1 days,FALSE,122
Men Jeans,Jeans,1089,2150,3.1,7204,2025-08-02,XXL,Olive,Modal,49.35,2-3 pieces left,FALSE,30 days,7 days,FALSE,388
Men Jeans,Jeans,1279,1362,3,4607,2025-08-02,XL,Grey,Linen,6.09,2-3 pieces left,FALSE,15 days,6 days,FALSE,413
Men Jeans,Jeans,1400,1518,3.7,7265,2025-08-02,M,Turquoise,Wool,7.77,Pre-Order,FALSE,30 days,3 days,FALSE,485
Men Jeans,Jeans,1280,1569,3.3,2340,2025-08-02,3XL,Sage,Cashmere,18.42,Only 1 Left,FALSE,45 days,3 days,FALSE,491
Men Jeans,Jeans,1118,1730,3.8,828,2025-08-02,L,Charcoal,Hemp,35.38,Limited Stock,FALSE,30 days,4 days,FALSE,335
Men Shirts,Shirt,894,934,4.3,1212,2025-08-02,XXL,Sage,Silk,4.28,Only 1 Left,FALSE,15 days,4 days,FALSE,455
Men Shirts,Shirt,974,1089,3.2,5642,2025-08-02,S,Purple,Cashmere,10.56,In Stock,FALSE,30 days,1 days,FALSE,273
Men Shirts,Shirt,746,922,4.2,4055,2025-08-02,M,White,Tencel,19.09,In Stock,FALSE,45 days,6 days,FALSE,254
Men Shirts,Shirt,641,1011,3.4,1957,2025-08-02,3XL,Coral,Fleece,36.6,Pre-Order,FALSE,15 days,5 days,FALSE,434
Men Shirts,Shirt,687,911,3.2,2399,2025-08-02,3XL,Sage,Fleece,24.59,Only 1 Left,FALSE,10 days,3 days,FALSE,310
Men Shirts,Shirt,826,1418,3.7,4633,2025-08-02,S,Yellow,Cashmere,41.75,Only 1 Left,FALSE,45 days,4 days,FALSE,212
Men Shirts,Shirt,751,1119,3.6,6952,2025-08-02,L,Navy,Cotton Blend,32.89,Coming Soon,FALSE,10 days,2 days,FALSE,289
Men Shirts,Shirt,679,894,3.1,4296,2025-08-02,XS,Khaki,Spandex,24.05,Only 1 Left,FALSE,15 days,3 days,FALSE,360
Men Shirts,Shirt,731,2193,3.2,6065,2025-08-02,XS,Mustard,Rayon,66.67,Only 1 Left,FALSE,15 days,7 days,FALSE,388
Men Shirts,Shirt,860,889,4,292,2025-08-02,3XL,Maroon,Polyester,3.26,In Stock,FALSE,30 days,7 days,FALSE,468
Men Shirts,Shirt,652,1012,3.7,5594,2025-08-02,S,Green,Cotton,35.57,Coming Soon,TRUE,30 days,3 days,FALSE,243
Men Shirts,Shirt,865,1097,3.9,1695,2025-08-02,XXL,Orange,Bamboo,21.15,Pre-Order,FALSE,45 days,2 days,FALSE,268
Men Shirts,Shirt,698,983,3.7,3222,2025-08-02,M,Black,Lycra,28.99,In Stock,FALSE,30 days,7 days,FALSE,124
Men Shirts,Shirt,830,938,3.3,1983,2025-08-02,3XL,Peach,Hemp,11.51,In Stock,FALSE,45 days,6 days,FALSE,282
Women Dresses,Dress,797,842,3,4719,2025-08-02,XS,Pink,Linen,5.34,Coming Soon,FALSE,30 days,5 days,FALSE,168
Women Dresses,Dress,973,1458,3.3,2317,2025-08-02,XS,Blue,Modal,33.26,Coming Soon,TRUE,10 days,7 days,FALSE,494
Women Dresses,Dress,791,1086,3.5,3930,2025-08-02,S,Red,Fleece,27.16,2-3 pieces left,FALSE,15 days,3 days,FALSE,210
Women Dresses,Dress,955,1345,4.1,6846,2025-08-02,3XL,Lavender,Denim,29,Back in Stock,FALSE,15 days,6 days,FALSE,84
Women Dresses,Dress,931,934,3.3,6120,2025-08-02,M,Red,Bamboo,0.32,In Stock,FALSE,30 days,7 days,FALSE,180
Women Dresses,Dress,1248,3394,4.3,3360,2025-08-02,L,Charcoal,Linen,63.23,Pre-Order,FALSE,15 days,2 days,FALSE,312
Women Dresses,Dress,954,1205,3.4,5436,2025-08-02,S,Brown,Tencel,20.83,2-3 pieces left,FALSE,45 days,7 days,FALSE,253
Women Dresses,Dress,819,1199,3.9,5956,2025-08-02,M,White,Bamboo,31.69,Few Left,FALSE,15 days,2 days,FALSE,246
Women Dresses,Dress,894,2261,3.6,1837,2025-08-02,L,Yellow,Fleece,60.46,In Stock,FALSE,10 days,1 days,FALSE,65
Women Dresses,Dress,761,1115,3.5,7427,2025-08-02,S,Burgundy,Linen,31.75,In Stock,FALSE,30 days,6 days,FALSE,500
Women Dresses,Dress,1035,1138,4,3807,2025-08-02,XL,Rose Gold,Denim,9.05,In Stock,TRUE,15 days,1 days,FALSE,6
Women Dresses,Dress,1239,1569,3.9,7730,2025-08-02,S,Charcoal,Wool,21.03,Coming Soon,FALSE,45 days,2 days,FALSE,235
Women Dresses,Dress,1007,1229,3.3,5627,2025-08-02,XS,Sage,Cotton Blend,18.06,Pre-Order,FALSE,10 days,3 days,FALSE,411
Women Dresses,Dress,1093,1153,4,1175,2025-08-02,3XL,Beige,Bamboo,5.2,Back in Stock,TRUE,15 days,3 days,FALSE,288
Women Tops,Halter Top,442,730,3,7596,2025-08-02,3XL,Khaki,Rayon,39.45,Pre-Order,TRUE,30 days,2 days,FALSE,204
Women Tops,Peplum Top,495,713,4.2,7695,2025-08-02,L,Red,Bamboo,30.58,Pre-Order,FALSE,30 days,6 days,FALSE,233
Women Tops,Tunic,563,720,3.9,7271,2025-08-02,3XL,Mustard,Cashmere,21.81,Coming Soon,FALSE,15 days,1 days,FALSE,443
Women Tops,Tunic,494,1393,3.3,1181,2025-08-02,L,Green,Tencel,64.54,Few Left,FALSE,15 days,1 days,FALSE,154
Women Tops,Crop Top,593,1052,4.4,651,2025-08-02,S,Teal,Spandex,43.63,Limited Stock,FALSE,10 days,7 days,FALSE,195
Women Tops,Tunic,508,539,3.1,7667,2025-08-02,XL,Peach,Viscose,5.75,2-3 pieces left,FALSE,45 days,7 days,FALSE,117
Women Tops,Shirt,575,797,3.7,2654,2025-08-02,3XL,Khaki,Cotton Blend,27.85,In Stock,FALSE,45 days,2 days,FALSE,115
Women Tops,Tunic,664,885,3.6,4502,2025-08-02,XL,Mint,Tencel,24.97,Only 1 Left,FALSE,30 days,5 days,FALSE,421
Women Tops,T-Shirt,627,786,3.3,7884,2025-08-02,S,Peach,Cashmere,20.23,In Stock,FALSE,10 days,4 days,FALSE,382
Women Tops,Blouse,599,753,4.3,1533,2025-08-02,S,Sage,Tencel,20.45,In Stock,FALSE,10 days,2 days,FALSE,58
Women Tops,Cold Shoulder Top,503,1219,3.5,459,2025-08-02,S,Rose Gold,Cotton Blend,58.74,Pre-Order,TRUE,10 days,4 days,TRUE,388
Women Tops,Cold Shoulder Top,508,664,3,2042,2025-08-02,M,Green,Fleece,23.49,Coming Soon,FALSE,10 days,2 days,FALSE,484
Women Tops,Crop Top,651,862,3.5,3086,2025-08-02,L,Grey,Cashmere,24.48,Limited Stock,FALSE,45 days,3 days,FALSE,376
Women Tops,Shirt,688,882,3.2,2842,2025-08-02,3XL,Sage,Linen,22,Pre-Order,FALSE,15 days,5 days,FALSE,102
Women Jeans,Jeans,1560,2421,4,3237,2025-08-02,L,Cream,Bamboo,35.56,Limited Stock,FALSE,10 days,2 days,TRUE,441
Women Jeans,Jeans,1125,1429,3.3,195,2025-08-02,M,Purple,Tencel,21.27,In Stock,FALSE,45 days,4 days,FALSE,216
Women Jeans,Other,1361,1705,4.1,2431,2025-08-02,L,Sage,Spandex,20.18,Limited Stock,FALSE,15 days,2 days,FALSE,103
Women Jeans,Jeans,1764,2136,3.4,6976,2025-08-02,XL,Red,Hemp,17.42,Pre-Order,FALSE,45 days,3 days,FALSE,141
Women Jeans,Jeans,1283,1360,4.3,3053,2025-08-02,S,Coral,Viscose,5.66,Back in Stock,FALSE,10 days,7 days,FALSE,165
Women Jeans,Other,1429,3220,3.6,5096,2025-08-02,L,Teal,Viscose,55.62,Pre-Order,FALSE,30 days,2 days,FALSE,375
Women Jeans,Jeans,1698,2041,4.3,6078,2025-08-02,L,Teal,Wool,16.81,Few Left,FALSE,30 days,2 days,FALSE,337
Women Jeans,Jeans,1271,1457,3.7,5163,2025-08-02,L,Red,Cashmere,12.77,Coming Soon,FALSE,30 days,2 days,FALSE,291
Women Jeans,Jeans,1501,2635,3.5,5493,2025-08-02,S,Olive,Cotton,43.04,2-3 pieces left,FALSE,45 days,7 days,FALSE,51
Women Jeans,Jeans,1148,1506,3.9,3365,2025-08-02,M,Pink,Silk,23.77,Pre-Order,FALSE,45 days,1 days,FALSE,439
Women Jeans,Jeans,1776,4374,3.3,5680,2025-08-02,XL,Beige,Denim,59.4,Only 1 Left,FALSE,45 days,1 days,FALSE,398
Women Jeans,Jeans,1535,1579,3.4,3646,2025-08-02,L,Yellow,Modal,2.79,In Stock,FALSE,10 days,1 days,FALSE,206
Women Jeans,Jeans,1652,1887,4.5,3878,2025-08-02,XXL,Beige,Bamboo,12.45,In Stock,FALSE,45 days,1 days,FALSE,250
Women Jeans,Jeans,1813,2044,4.3,5002,2025-08-02,XXL,Pink,Cashmere,11.3,In Stock,FALSE,45 days,7 days,FALSE,253
Men Hoodies,Hoodie,1924,5192,4.3,6156,2025-08-02,M,Lavender,Rayon,62.94,Limited Stock,FALSE,45 days,6 days,FALSE,397
Men Hoodies,Hoodie,1374,1485,4.5,6212,2025-08-02,M,Purple,Bamboo,7.47,Coming Soon,FALSE,15 days,5 days,FALSE,14
Men Hoodies,Hoodie,1235,3400,3.6,7659,2025-08-02,XL,Teal,Fleece,63.68,Limited Stock,FALSE,15 days,6 days,FALSE,30
Men Hoodies,Hoodie,1431,1712,3.3,5830,2025-08-02,M,Teal,Rayon,16.41,Only 1 Left,FALSE,30 days,2 days,FALSE,354
Men Hoodies,Hoodie,1398,1426,4.3,1576,2025-08-02,3XL,Red,Rayon,1.96,Back in Stock,FALSE,30 days,5 days,FALSE,268
Men Hoodies,Hoodie,1492,2705,3.1,6347,2025-08-02,L,Red,Cashmere,44.84,In Stock,FALSE,15 days,1 days,FALSE,489
Men Hoodies,Hoodie,1393,1480,3.9,979,2025-08-02,L,Yellow,Jersey,5.88,Few Left,FALSE,10 days,6 days,FALSE,122
Men Hoodies,Hoodie,1912,2223,3.4,6394,2025-08-02,XS,Orange,Viscose,13.99,Limited Stock,FALSE,10 days,4 days,FALSE,67
Men Hoodies,Hoodie,1598,1948,4.1,3182,2025-08-02,3XL,Blue,Cotton,17.97,In Stock,FALSE,30 days,6 days,FALSE,154
Men Hoodies,Hoodie,2358,2690,4,7648,2025-08-02,XS,Khaki,Lycra,12.34,Coming Soon,FALSE,10 days,7 days,FALSE,493
Men Hoodies,Hoodie,1696,1945,3.7,5040,2025-08-02,3XL,Burgundy,Cotton Blend,12.8,2-3 pieces left,FALSE,10 days,6 days,FALSE,235
Men Hoodies,Hoodie,1939,2179,4,2504,2025-08-02,3XL,Grey,Tencel,11.01,Few Left,FALSE,30 days,6 days,FALSE,382
Men Hoodies,Hoodie,1689,1930,3.1,7919,2025-08-02,XXL,Purple,Lycra,12.49,Limited Stock,FALSE,15 days,3 days,FALSE,498
Men Hoodies,Hoodie,1888,4191,3.6,1108,2025-08-02,3XL,Red,Viscose,54.95,Coming Soon,FALSE,10 days,3 days,FALSE,56
Women Hoodies,Hoodie,1601,2668,4.1,3866,2025-08-02,XXL,Grey,Lycra,39.99,In Stock,TRUE,15 days,4 days,FALSE,383
Women Hoodies,Hoodie,1478,1514,4.2,6738,2025-08-02,M,White,Bamboo,2.38,Few Left,FALSE,30 days,2 days,FALSE,373
Women Hoodies,Hoodie,1187,2410,4.3,6190,2025-08-02,L,Mint,Wool,50.75,Few Left,FALSE,30 days,6 days,FALSE,220
Women Hoodies,Hoodie,1098,1310,4,1121,2025-08-02,XS,Beige,Rayon,16.18,In Stock,FALSE,30 days,2 days,TRUE,217
Women Hoodies,Hoodie,1810,1997,4.2,3771,2025-08-02,3XL,Rose Gold,Modal,9.36,Limited Stock,FALSE,15 days,5 days,FALSE,38
Women Hoodies,Hoodie,1670,2813,3.1,1407,2025-08-02,XS,Maroon,Cotton,40.63,2-3 pieces left,FALSE,45 days,1 days,FALSE,88
Women Hoodies,Hoodie,1311,1477,3.2,4171,2025-08-02,S,Peach,Jersey,11.24,2-3 pieces left,TRUE,10 days,6 days,FALSE,464
Women Hoodies,Hoodie,1267,2116,3.1,2478,2025-08-02,L,Sage,Cashmere,40.12,Few Left,TRUE,15 days,1 days,FALSE,232
Women Hoodies,Hoodie,1747,1922,3.8,6067,2025-08-02,XXL,Orange,Bamboo,9.11,Coming Soon,TRUE,10 days,3 days,FALSE,268
Women Hoodies,Hoodie,1087,1344,3.4,3246,2025-08-02,M,Sage,Viscose,19.12,Coming Soon,TRUE,10 days,1 days,TRUE,252
Women Hoodies,Hoodie,2375,3080,4,3125,2025-08-02,XL,Green,Lycra,22.89,2-3 pieces left,FALSE,10 days,1 days,FALSE,419
Women Hoodies,Hoodie,1871,2138,3.1,2625,2025-08-02,M,Charcoal,Denim,12.49,In Stock,FALSE,45 days,6 days,FALSE,355
Women Hoodies,Hoodie,1244,1261,3.3,553,2025-08-02,XL,Navy,Wool,1.35,Few Left,FALSE,15 days,7 days,FALSE,398
Women Hoodies,Hoodie,1067,1241,4.3,1318,2025-08-02,XS,Red,Cotton Blend,14.02,Pre-Order,FALSE,15 days,1 days,FALSE,47
Men Shorts,Shorts,690,786,3.3,6075,2025-08-02,XXL,Yellow,Cashmere,12.21,Coming Soon,FALSE,10 days,7 days,FALSE,451
Men Shorts,Shorts,1267,1663,3.3,595,2025-08-02,XS,Turquoise,Rayon,23.81,Only 1 Left,FALSE,45 days,4 days,FALSE,58
Men Shorts,Shorts,639,706,4.1,6173,2025-08-02,3XL,Green,Cotton,9.49,Only 1 Left,FALSE,30 days,6 days,FALSE,445
Men Shorts,Shorts,589,783,4.4,4997,2025-08-02,S,Turquoise,Cotton Blend,24.78,Few Left,FALSE,45 days,3 days,FALSE,299
Men Shorts,Shorts,673,704,4.2,7387,2025-08-02,XXL,Maroon,Rayon,4.4,Only 1 Left,FALSE,30 days,7 days,FALSE,9
Men Shorts,Shorts,888,1404,3.1,4386,2025-08-02,XS,Brown,Silk,36.75,Pre-Order,FALSE,10 days,6 days,FALSE,394
Men Shorts,Shorts,580,1529,4.4,3915,2025-08-02,L,Black,Silk,62.07,Coming Soon,FALSE,30 days,7 days,FALSE,293
Men Shorts,Shorts,866,1359,3.8,4113,2025-08-02,M,Turquoise,Modal,36.28,Pre-Order,FALSE,30 days,7 days,FALSE,479
Men Shorts,Shorts,862,1134,3.5,2667,2025-08-02,S,Khaki,Fleece,23.99,Limited Stock,FALSE,10 days,2 days,FALSE,299
Men Shorts,Shorts,891,1398,4.1,3070,2025-08-02,L,Brown,Bamboo,36.27,Pre-Order,FALSE,10 days,7 days,FALSE,96
Men Shorts,Shorts,871,999,4.4,7425,2025-08-02,3XL,Pink,Cashmere,12.81,In Stock,TRUE,30 days,6 days,FALSE,13
Men Shorts,Shorts,566,773,3.9,6917,2025-08-02,L,Beige,Polyester,26.78,Coming Soon,FALSE,45 days,5 days,FALSE,51
Men Shorts,Shorts,707,1042,3.5,6100,2025-08-02,3XL,Maroon,Bamboo,32.15,Only 1 Left,FALSE,45 days,3 days,FALSE,459
Men Shorts,Shorts,771,1510,4.4,2327,2025-08-02,XXL,Purple,Rayon,48.94,In Stock,FALSE,15 days,3 days,FALSE,453
Women Skirts,Skirt,692,1068,3.2,7184,2025-08-02,S,Green,Spandex,35.21,Few Left,FALSE,15 days,3 days,FALSE,437
Women Skirts,Skirt,898,1239,3.6,2562,2025-08-02,M,Pink,Viscose,27.52,Limited Stock,FALSE,15 days,7 days,TRUE,154
